Branch Path,Variable,Scenario,Method,Units,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,DIFFERS_FROM_BAU
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Salvage Value,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Salvage Value,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Salvage Value,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Stranded Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Stranded Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Stranded Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Stranded Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Variable OM Cost,Updated BAU GHS,Interp,South African Rand,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Variable OM Cost,Updated LMI GHS,Interp,South African Rand,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Variable OM Cost,Updated Pro Solar,Interp,South African Rand,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable,Variable OM Cost,Updated Utility Protection,Interp,South African Rand,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable\Feedstock Fuels\Oil,Feedstock Fuel Share,Updated BAU GHS,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable\Feedstock Fuels\Oil,Feedstock Fuel Share,Updated LMI GHS,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable\Feedstock Fuels\Oil,Feedstock Fuel Share,Updated Pro Solar,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable\Feedstock Fuels\Oil,Feedstock Fuel Share,Updated Utility Protection,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable\Feedstock Fuels\Oil,Fuel Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable\Feedstock Fuels\Oil,Fuel Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable\Feedstock Fuels\Oil,Fuel Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Non Renewable\Feedstock Fuels\Oil,Fuel Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Capacity Credit,Updated BAU GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Capacity Credit,Updated LMI GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Capacity Credit,Updated Pro Solar,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Capacity Credit,Updated Utility Protection,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Capital Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Capital Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Capital Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Capital Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Dispatch Rule,Updated BAU GHS,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Dispatch Rule,Updated LMI GHS,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Dispatch Rule,Updated Pro Solar,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Dispatch Rule,Updated Utility Protection,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Endogenous Capacity,Updated BAU GHS,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Endogenous Capacity,Updated LMI GHS,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Endogenous Capacity,Updated Pro Solar,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Endogenous Capacity,Updated Utility Protection,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Exogenous Capacity,Updated BAU GHS,Interp,Megawatt,35.12,36.43,34.25,32.87,31.67,33.65,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Exogenous Capacity,Updated LMI GHS,Interp,Megawatt,35.12,36.43,34.25,32.87,31.67,33.65,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Exogenous Capacity,Updated Pro Solar,Interp,Megawatt,35.12,36.43,34.25,32.87,31.67,33.65,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Exogenous Capacity,Updated Utility Protection,Interp,Megawatt,35.12,36.43,34.25,32.87,31.67,33.65,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,First Simulation Year,Updated BAU GHS,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,First Simulation Year,Updated LMI GHS,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,First Simulation Year,Updated Pro Solar,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,First Simulation Year,Updated Utility Protection,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Fixed OM Cost,Updated BAU GHS,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Fixed OM Cost,Updated LMI GHS,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Fixed OM Cost,Updated Pro Solar,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Fixed OM Cost,Updated Utility Protection,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Historical Production,Updated BAU GHS,Interp,Kilowatt-Hour,4299778.51,21562462.02,28126011.26,29779495.9,36095485.07,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Historical Production,Updated LMI GHS,Interp,Kilowatt-Hour,4299778.51,21562462.02,28126011.26,29779495.9,36095485.07,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Historical Production,Updated Pro Solar,Interp,Kilowatt-Hour,4299778.51,21562462.02,28126011.26,29779495.9,36095485.07,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Historical Production,Updated Utility Protection,Interp,Kilowatt-Hour,4299778.51,21562462.02,28126011.26,29779495.9,36095485.07,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,43340456.41,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Interest Rate,Updated BAU GHS,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Interest Rate,Updated LMI GHS,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Interest Rate,Updated Pro Solar,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Interest Rate,Updated Utility Protection,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Lifetime,Updated BAU GHS,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Lifetime,Updated LMI GHS,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Lifetime,Updated Pro Solar,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Lifetime,Updated Utility Protection,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Maximum Availability,Updated BAU GHS,Interp,Percent,1.19,5.93,8.08,8,10.21,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Maximum Availability,Updated LMI GHS,Interp,Percent,1.19,5.93,8.08,8,10.21,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Maximum Availability,Updated Pro Solar,Interp,Percent,1.19,5.93,8.08,8,10.21,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Maximum Availability,Updated Utility Protection,Interp,Percent,1.19,5.93,8.08,8,10.21,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.47,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Merit Order,Updated BAU GHS,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Merit Order,Updated LMI GHS,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Merit Order,Updated Pro Solar,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Merit Order,Updated Utility Protection,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Minimum Utilization,Updated BAU GHS,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Minimum Utilization,Updated LMI GHS,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Minimum Utilization,Updated Pro Solar,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Minimum Utilization,Updated Utility Protection,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Process Efficiency,Updated BAU GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Process Efficiency,Updated LMI GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Process Efficiency,Updated Pro Solar,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Process Efficiency,Updated Utility Protection,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Salvage Value,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Salvage Value,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Salvage Value,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Salvage Value,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Stranded Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Stranded Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Stranded Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Stranded Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Variable OM Cost,Updated BAU GHS,Interp,South African Rand,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Variable OM Cost,Updated LMI GHS,Interp,South African Rand,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Variable OM Cost,Updated Pro Solar,Interp,South African Rand,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT,Variable OM Cost,Updated Utility Protection,Interp,South African Rand,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT\Feedstock Fuels\Diesel,Feedstock Fuel Share,Updated BAU GHS,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT\Feedstock Fuels\Diesel,Feedstock Fuel Share,Updated LMI GHS,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT\Feedstock Fuels\Diesel,Feedstock Fuel Share,Updated Pro Solar,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT\Feedstock Fuels\Diesel,Feedstock Fuel Share,Updated Utility Protection,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT\Feedstock Fuels\Diesel,Fuel Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT\Feedstock Fuels\Diesel,Fuel Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT\Feedstock Fuels\Diesel,Fuel Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP OCGT\Feedstock Fuels\Diesel,Fuel Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Capacity Credit,Updated BAU GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Capacity Credit,Updated LMI GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Capacity Credit,Updated Pro Solar,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
